statement,predicted_label_id,predicted_status,confidence
Chắc chắn rồi. Tôi sẵn sàng thử bất cứ điều gì có thể giúp tôi tìm thấy sự nhẹ nhõm và khôi phục lại cảm giác tin tưởng của mình. Bạn đề xuất những kỹ thuật nào?,5,Stress,0.1720488
Tham gia một đội thể thao hoặc tham gia một lớp học khiêu vũ nghe có vẻ hấp dẫn. Tôi từng thích chơi bóng rổ ở trường trung học. Có lẽ tôi sẽ xem xét việc tham gia một giải đấu địa phương hoặc tìm một trò chơi bán tải trong khu vực của mình.,4,Personality disorder,0.17547818
"Tôi chưa có, nhưng tôi cho rằng nó đáng để thử. Tôi sợ họ không hiểu hoặc cho rằng tôi chỉ đang bào chữa.",0,Anxiety,0.18861316
"Tôi đã nghĩ về điều đó, nhưng tôi sợ rằng cuộc trò chuyện đó có thể dẫn đến nhiều đau đớn và thất vọng hơn. Tôi không biết liệu anh ấy có thực sự lắng nghe hay sẵn sàng nỗ lực để hàn gắn lại những gì đã đổ vỡ. Nỗi sợ mất anh ấy đè nặng lên trái tim tôi, nhưng việc kìm nén mâu thuẫn này ngày càng trở nên không thể chịu đựng được. Tôi chỉ muốn tìm cách hàn gắn và tiến về phía trước, cùng nhau hoặc riêng lẻ.",2,Depression,0.17125924
"Chà, có một lần chúng tôi đi chơi và họ đã chế nhạo điều gì đó mà tôi thực sự nhạy cảm. Nó giống như một cú đánh nhẹ, và tôi nghĩ họ biết rõ hơn. Nó khiến tôi đặt câu hỏi về tình bạn của chúng tôi và liệu họ có thực sự hiểu và quan tâm đến tôi hay không.",3,Normal,0.19101354
Tôi nghĩ điều đó tạm thời đã xong. Tôi rất biết ơn cuộc trò chuyện này và sự hướng dẫn của bạn. Tôi cảm thấy thật vui khi suy ngẫm về tác động tích cực mà gia đình yêu thương của tôi đã mang lại cho hành trình hồi phục của tôi. Tôi sẽ tiếp tục trân trọng và nuôi dưỡng những mối quan hệ này khi tôi tiến về phía trước. Cảm ơn bạn đã ở đây vì tôi.,5,Stress,0.18338624
"Of course. It seems that anytime someone questions my career choices or expresses doubt in my abilities, I immediately feel the need to defend myself. I worry that they might be right, and it fills me with self-doubt.",1,Bipolar,0.19170982
Cảm ơn. Những lời động viên tử tế của bạn có ý nghĩa rất lớn đối với tôi. Một câu hỏi cứ lởn vởn trong đầu tôi là làm sao tôi biết khi nào đã đến lúc phải buông bỏ hoàn toàn và bước tiếp? Tôi sợ níu giữ một điều gì đó về lâu dài có thể chỉ khiến tôi đau đớn thêm.,2,Depression,0.17254008
"Vâng, tôi biết ơn bạn bè và gia đình đã ở bên cạnh tôi. Họ đã cung cấp một bờ vai rất cần thiết để dựa vào trong thời điểm khó khăn này.",3,Normal,0.18564303
"Khi tôi vẽ, dường như mọi lo lắng và đau lòng của tôi đều tan biến. Nó cho phép tôi thể hiện bản thân và giải phóng mọi cảm xúc bị dồn nén. Và khi tôi tiếp tục phiêu lưu, điều đó thật tiếp thêm sinh lực. Tôi cảm thấy một cảm giác tự do và phấn khích giúp tôi quên đi nỗi đau, dù chỉ trong chốc lát.",1,Bipolar,0.18367845
"Chắc chắn rồi! Tham gia vào các hoạt động thể chất và sở thích đã giúp tôi thay đổi cuộc chơi. Nó cho phép tôi giải phóng mọi năng lượng bị dồn nén và đánh lạc hướng tâm trí tôi khỏi những suy nghĩ lo lắng. Tôi đã khám phá các hoạt động như đi bộ đường dài, vẽ tranh và thậm chí thử làm vườn. Chúng mang lại niềm vui cho cuộc sống của tôi và mang lại cảm giác bình yên và thành tựu.",5,Stress,0.20445903
"Xin chào , tôi không thể ngừng nghĩ về mâu thuẫn gia đình đang xảy ra lúc này. Nó thực sự làm tôi mất tập trung vào tài chính của mình.",1,Bipolar,0.17143582
I used to enjoy painting and going for long walks. Maybe I can try incorporating those activities back into my life. It might help me find some peace amidst all this chaos.,1,Bipolar,0.18776649
"Tôi đã cố gắng nói chuyện với cô ấy, khuyến khích cô ấy tìm kiếm sự giúp đỡ từ chuyên gia nhưng cô ấy phản đối. Tôi cũng đã tham gia các nhóm hỗ trợ với cô ấy, hy vọng rằng điều đó sẽ tạo nên sự khác biệt. Tuy nhiên, cô ấy vẫn tiếp tục rơi vào những khuôn mẫu tương tự.",5,Stress,0.17996757
"Chắc chắn rồi. Mới tuần trước, chúng tôi có một buổi họp mặt gia đình và nỗi bất an của tôi càng tăng lên. Khi chúng tôi ngồi quanh bàn ăn, cười đùa và hồi tưởng, tôi không thể rũ bỏ nỗi sợ hãi bị phán xét tràn ngập này. Tôi có cảm giác như mọi người đang đánh giá từng lời nói và hành động của tôi, điều đó khiến tôi thu mình lại. Tôi khao khát cảm giác được chấp nhận nhưng không thể tìm thấy nó trong mình.",5,Stress,0.21415755
"Tôi tin rằng nó sẽ giảm bớt khối lượng công việc của tôi và cho phép tôi có được những góc nhìn khác nhau, dẫn đến kết quả cuối cùng tốt hơn.",5,Stress,0.18764919
"Đúng vậy, đã có những trường hợp những người tôi tin tưởng đã làm tôi thất vọng hoặc phản bội tôi. Nó khiến tôi tự hỏi liệu tôi có thể tin tưởng ai không.",1,Bipolar,0.18758653
"Tôi nghĩ một phần là do tôi cảm thấy cô đơn và mất kết nối với người bạn đời của mình. Chúng tôi đang trải qua một giai đoạn khó khăn và thay vì giải quyết trực tiếp các vấn đề của mình, tôi lại tìm kiếm sự an ủi khi được người khác chú ý. Đó là một sai lầm và tôi không thể hoàn tác nó.",4,Personality disorder,0.17533569
"I've realized that I have a hard time saying ""no"" to additional responsibilities, even if I'm already swamped with work. I find it difficult to set boundaries and often put others' needs before my own.",4,Personality disorder,0.18715774
"Trong tương lai, tôi sẽ tiếp tục tìm kiếm lời khuyên y tế để tìm ra nguyên nhân gốc rễ của cơn đau mãn tính của mình đồng thời áp dụng các liệu pháp thay thế để kiểm soát nó. Tôi sẽ vẫn tận tâm với việc đào tạo của mình nhưng kết hợp những ngày nghỉ ngơi và sửa đổi khi cần thiết. Bằng cách kiên nhẫn, bền bỉ và nuôi dưỡng sức khỏe thể chất và tinh thần, tôi tin rằng mình vẫn có thể biến ước mơ của mình thành hiện thực, ngay cả khi phải mất nhiều thời gian hơn dự kiến.",1,Bipolar,0.1971622
"Cảm ơn vì những lời tốt đẹp của bạn. Thật an ủi khi biết rằng vẫn còn hy vọng, ngay cả giữa bóng tối này. Nhưng đôi khi, tôi không khỏi tự hỏi liệu mình có thể tìm lại được con người cũ của mình hay không. Liệu tôi có bao giờ cảm thấy có động lực và mục đích nữa không?",4,Personality disorder,0.17010444
Tôi cố gắng hết sức để được hỗ trợ và chu đáo. Tôi nghe lời vợ và luôn ở bên cô ấy khi cô ấy cần một ai đó để nương tựa. Tôi đoán là tôi chỉ đang đấu tranh với việc ghi nhận công sức của mình cho những nỗ lực đó.,1,Bipolar,0.19163524
"Cảm ơn bạn đã gợi ý. Tôi sẽ ghi lại những điểm chính đó và tiếp cận cuộc trò chuyện với thái độ yêu thương và thấu hiểu. Thật yên tâm khi biết rằng bằng cách cởi mở, tôi có thể phát triển một nền tảng hỗ trợ mạnh mẽ hơn trong cuộc hôn nhân của chúng tôi.",1,Bipolar,0.24141282
Chắc chắn rồi. Tôi cởi mở với bất cứ điều gì có thể giúp tôi tìm thấy sự bình yên trong chính mình. Chánh niệm và lòng từ bi với bản thân nghe có vẻ giống như những công cụ mạnh mẽ để nuôi dưỡng mối quan hệ yêu thương và chấp nhận hơn với bản thân. Tôi tin rằng họ có thể hướng dẫn tôi thoát khỏi vòng xoáy giận dữ và bất an này.,5,Stress,0.2207625
"I would tell them to hold onto their dreams with unwavering determination. It's essential to acknowledge the pain, but it's even more crucial to channel that energy into something positive. Surround yourself with people who support your vision and remind yourself that your past doesn't determine your future. Embrace your passion wholeheartedly, and don't let anyone or anything stand in the way of your dreams.",1,Bipolar,0.18366833
"Chưa, nhưng chắc chắn tôi sẽ bắt đầu tìm kiếm một số lớp học nghệ thuật ở địa phương. Sẽ thật tuyệt nếu được học hỏi từ một người hướng dẫn có kinh nghiệm và gặp gỡ những người có cùng chí hướng, có cùng niềm đam mê. Tôi nghĩ đó cũng là một cách tuyệt vời để mở rộng mối quan hệ xã hội của tôi.",5,Stress,0.18099175
"Thực ra, tôi cũng luôn mơ ước được đi du lịch khắp thế giới và trải nghiệm những nền văn hóa khác nhau. Đó là điều mang lại cho tôi niềm vui và sự thỏa mãn to lớn.",5,Stress,0.18329555
"Tôi sẵn sàng khám phá lựa chọn đó, nhưng tôi cũng muốn thử các chiến lược mà tôi đã đề cập trước. Tôi tin vào khả năng vượt qua khó khăn này của mình.",5,Stress,0.20502323
  I'm having trouble with social anxiety. ,4,Personality disorder,0.16457158
"Tôi đã cố gắng cân nhắc điều đó, nhưng nó đầy thách thức. Cảm giác như tôi đã đánh mất một phần bản thân cùng với mối quan hệ này. Tôi không chắc mình là ai nếu không có họ, và điều đó làm tôi sợ.",4,Personality disorder,0.18680453
"Bất chấp nỗi đau, tôi vẫn rất hào hứng với những khả năng đang chờ đợi phía trước. Tôi hy vọng có thể đón nhận những trải nghiệm mới, khám phá thêm về bản thân và nuôi dưỡng lòng yêu bản thân sâu sắc. Tôi mơ ước xây dựng một cuộc sống nơi tôi viên mãn, được bao quanh bởi một cộng đồng luôn yêu quý và hỗ trợ tôi. Tôi hy vọng sẽ tìm lại được tình yêu, nhưng lần này, một tình yêu phù hợp với ước mơ và giá trị của tôi.",5,Stress,0.22342695
Viết một câu chuyện về một người phụ nữ được bà ngoại đến thăm bất ngờ.,4,Personality disorder,0.17955431
"Tôi nghĩ bằng cách truyền cảm xúc và suy nghĩ của mình lên một bức vẽ hoặc tờ giấy, tôi có thể tìm thấy cảm giác giải thoát và khám phá bản thân. Đó sẽ là cách để tôi kết nối với bản thân ở mức độ sâu sắc hơn mà không cần dựa vào sự xác nhận của người khác.",5,Stress,0.20123696
Tôi chưa bao giờ thực sự nghĩ về nó theo cách đó. Tôi luôn tập trung vào những gì tôi còn thiếu hơn là thừa nhận những gì tôi mang lại.,4,Personality disorder,0.184514
Cảm ơn vì những lời tốt đẹp của bạn. Một thử thách mà tôi đang phải đối mặt là buông bỏ những kỳ vọng mà tôi đặt ra cho tương lai. Tôi đã từng hình dung việc xây dựng cuộc sống chung với người yêu cũ và giờ đây những giấc mơ đó đã tan vỡ. Đôi khi thật khó để chấp nhận rằng mọi việc không diễn ra như kế hoạch. Bạn có lời khuyên nào về cách điều hướng khía cạnh này của quá trình chữa bệnh không?,5,Stress,0.16952214
"Chúng tôi đã ở bên nhau được hai năm và mọi thứ dường như vẫn ổn. Nhưng rồi một ngày, anh ấy nói rằng anh ấy cần không gian riêng và thu dọn đồ đạc. Tôi cảm thấy lạc lõng, dường như tôi không đủ với anh ấy.",3,Normal,0.17577735
"Tôi đoán tôi có thể bắt đầu bằng cách đặt ra những mục tiêu nhỏ và dần dần nỗ lực đạt được chúng. Thậm chí có thể yêu cầu giúp đỡ khi tôi thực sự cần, thay vì trông cậy vào người khác mọi việc.",1,Bipolar,0.16868341
Cảm ơn bạn đã hướng dẫn và ở đó vì tôi. Tôi thực sự đánh giá cao sự hỗ trợ của bạn. Tôi sẵn sàng đón nhận sự thay đổi này và có một cuộc sống trọn vẹn hơn.,0,Anxiety,0.19492643
"Cảm ơn sự hỗ trợ không ngừng nghỉ của bạn. Ngay bây giờ, tôi nghĩ tôi cần phải dùng nó từng ngày một. Tôi muốn tập trung vào việc chăm sóc bản thân và tìm ra những cách lành mạnh để xử lý cảm xúc của mình. Có lẽ việc khám phá chánh niệm hoặc viết nhật ký có thể giúp tôi hiểu rõ hơn và tìm thấy niềm an ủi trong hành trình khó khăn này.",5,Stress,0.19452259
"Điều đó không hề dễ dàng, nhưng tôi biết điều quan trọng là phải thành thật với cả anh ấy và bản thân mình. Tôi muốn đảm bảo rằng cả hai chúng tôi đều có cơ hội tìm thấy hạnh phúc riêng biệt.",3,Normal,0.1968516
Maybe I could start practicing self-compassion and reminding myself that everyone has flaws. It's important to remember that I am deserving of love and that my past experiences shouldn't define my future relationships. Taking small steps towards building my self-esteem might help.,4,Personality disorder,0.18206951
"I think it could help me find some inner peace and regain my sense of self. If I can find a way to channel my emotions and express myself through painting, it might give me the strength to face school with a more positive mindset.",3,Normal,0.17931034
"Đúng, tôi nhận thấy rằng tôi có xu hướng thu hút những đối tác đòi hỏi nhiều sự yên tâm và chú ý. Giống như tôi vô thức tìm kiếm những mối quan hệ phản ánh những trải nghiệm trong quá khứ của mình.",5,Stress,0.17467757
Có cảm giác như lòng tự trọng của tôi đã bị giáng một đòn nặng nề. Tôi luôn tự vấn bản thân và tự hỏi liệu mình đã làm gì sai để đáng phải chịu điều này. Thật khó để nhìn thấy giá trị của bản thân khi tôi cảm thấy mình thật nhỏ bé.,4,Personality disorder,0.18223329
"Xin chào , hôm nay tôi cảm thấy thực sự phấn khích nhưng cũng hơi choáng ngợp. Tôi và bạn trai đã bàn về việc dọn đến ở cùng nhau, và mặc dù đó là một bước tiến tích cực trong mối quan hệ của chúng tôi nhưng nó cũng khiến tôi gặp rất nhiều căng thẳng liên quan đến công việc.",5,Stress,0.16519584
"Cảm ơn. Lời nói của bạn có ý nghĩa rất lớn đối với tôi. Trầm cảm đã ảnh hưởng đến hầu hết mọi khía cạnh trong cuộc sống của tôi. Cảm giác như có một đám mây đen bám theo tôi mọi lúc mọi nơi, khiến tôi khó tìm được niềm vui hay động lực. Những công việc đơn giản như ra khỏi giường và đi làm có cảm giác như những thử thách to lớn. Tôi đã mất hứng thú với những thứ tôi từng yêu thích và thật khó để kết nối với những người khác ở mức độ sâu sắc hơn. Tôi cảm thấy mất kết nối với bản thân và thế giới xung quanh.",3,Normal,0.18689643
"Bất chấp mâu thuẫn của chúng tôi, tôi biết em gái tôi có một mặt quan tâm và nhân ái. Cô ấy có thể rất ủng hộ khi chúng tôi không vướng vào những bất đồng. Tôi nhớ khía cạnh đó của cô ấy và hy vọng chúng ta có thể khám phá lại nó.",1,Bipolar,0.2088262
"Tôi tin rằng bằng cách rèn luyện lòng từ bi với bản thân, tôi có thể dần dần giải phóng nhu cầu xác nhận thành công của mình thông qua đấu tranh. Đó là sự ghi nhận những nỗ lực của tôi, tôn vinh những thành tựu của tôi và hiểu rằng tôi xứng đáng với tất cả những điều tốt đẹp đến với mình. Bằng cách này, tôi có thể buông bỏ cảm giác tội lỗi và đón nhận trọn vẹn niềm hạnh phúc và sự tự tin trong mình.",5,Stress,0.1994616
Tôi sẽ cố gắng hết sức. Thật khó để vượt qua sự chán nản này. Tôi cảm thấy như mình bị mắc kẹt trong vòng luẩn quẩn tiêu cực này và nó ảnh hưởng đến mọi khía cạnh của cuộc sống tôi.,6,Suicidal,0.18241698
"Thành thật mà nói, tôi đã cố gắng giữ thái độ tích cực cho các con mình. Tôi không muốn họ thấy tôi suy sụp. Vì vậy, tôi lao vào công việc, dành nhiều thời gian hơn cho bạn bè và tập trung vào việc chăm sóc bản thân. Nhưng sâu thẳm, tôi chỉ cảm thấy trống rỗng và đau lòng quá.",3,Normal,0.21446936
"Xin chào , tôi thậm chí không biết bắt đầu từ đâu. Gần đây tôi cảm thấy rất sợ hãi, như có một nút thắt liên tục trong bụng. Tất cả là vì vụ ly hôn sắp xảy ra đang lởn vởn trong đầu tôi.",2,Depression,0.20282973
"Translate the following sentence to Spanish: ""The quick brown fox jumped over the lazy dog.""?",2,Depression,0.18301305
"Đó chỉ là áp lực thường xuyên trong công việc. Thời hạn không bao giờ kết thúc, những kỳ vọng cao từ sếp và nỗi sợ không thể đáp ứng được chúng. Tôi cảm thấy như mình đang chìm đắm trong trách nhiệm.",4,Personality disorder,0.18941739
"Gần đây thực sự rất đau đớn. Tôi dường như không thể tìm thấy bất kỳ niềm vui hay mục đích nào trong cuộc sống của mình nữa. Tôi đã từng có tia lửa này trong mình, nhưng bây giờ mọi thứ đều cảm thấy buồn tẻ và trống rỗng. Tôi đang nghĩ có lẽ mình nên tìm một sở thích mới để đánh lạc hướng bản thân khỏi nỗi buồn và đau buồn thường trực đang dày vò tôi. Có lẽ đó có thể là chìa khóa để cảm thấy sống lại.",5,Stress,0.17998962
"Vâng, tôi đoán tôi cần một số sự rõ ràng. Tôi chỉ không hiểu tại sao nó phải kết thúc theo cách này.",3,Normal,0.20859106
"Thành thật mà nói, tôi không thể xác định chính xác một sự kiện hoặc tình huống cụ thể nào có thể gây ra sự cố đó. Nhưng tôi biết rằng mọi người đều thay đổi và tất cả chúng ta đều phải trải qua những khó khăn của riêng mình. Có lẽ đã đến lúc tôi phải kiên nhẫn hơn và thể hiện sự đồng cảm với anh ấy, bất chấp cách anh ấy hành động.",5,Stress,0.17782614
Gần đây trái tim tôi đã tan vỡ và thật khó để đối mặt với nỗi đau. Tôi không thể ngừng suy nghĩ về những gì đã xảy ra.,3,Normal,0.19380325
Gần đây tôi đã tìm lại được niềm vui của việc đọc sách. Nó cho phép tôi trốn thoát vào những thế giới khác và quên đi nỗi đau lòng trong một thời gian. Đó là một sự ân hận nhỏ nhưng nó giúp tôi lấy lại được cảm giác bình yên.,6,Suicidal,0.17705978
Tôi muốn thoát khỏi nỗi buồn thường trực này và tìm cách vui vẻ trở lại.,3,Normal,0.23602624
Tôi đoán bước đầu tiên sẽ là tập trung vào việc tự chăm sóc bản thân. Việc chăm sóc sức khỏe tinh thần và cảm xúc của tôi lúc này là rất quan trọng. Tìm kiếm những hoạt động mang lại cho tôi niềm vui và vây quanh tôi với những người thân yêu luôn hỗ trợ tôi cũng có thể giúp ích trong quá trình chữa lành này.,5,Stress,0.16885823
"Tôi liên tục đặt câu hỏi về giá trị bản thân và tự hỏi liệu mình có xứng đáng được hạnh phúc hay không. Ý nghĩ về việc đối tác lừa dối tôi chỉ củng cố thêm niềm tin này. Nó giống như một đám mây đen bám theo tôi khắp nơi, khiến tôi không thể nhìn thấy bất kỳ ánh sáng nào.",6,Suicidal,0.17331754
Tôi cảm thấy rất buồn về gia đình mình. Có vẻ như cơn nghiện đã xâm chiếm cuộc sống của chúng tôi và tôi không biết làm cách nào để khắc phục nó.,3,Normal,0.22544953
"Tôi đã cố gắng hết sức để nói chuyện và giải quyết vấn đề. Tôi đã liên hệ với Sarah nhiều lần, hy vọng chúng tôi có thể ngồi xuống và trò chuyện thẳng thắn, nhưng cô ấy vẫn tránh mặt tôi. Nó khiến tôi đặt câu hỏi về tình bạn của chúng tôi và thậm chí cả giá trị của chính tôi.",1,Bipolar,0.17767532
"Tôi nghĩ chìa khóa đối với tôi là tiếp cận nó với tinh thần cởi mở và nắm bắt quá trình thay vì chỉ tập trung vào kết quả cuối cùng. Bằng cách buông bỏ sự tự phán xét và kỳ vọng của mình, tôi có thể thực sự đắm mình trong niềm vui khám phá và khám phá bản thân.",0,Anxiety,0.17030461
Tôi thực sự đánh giá cao sự hỗ trợ và hướng dẫn không ngừng nghỉ của bạn. Cảm ơn bạn đã trở thành chỗ dựa mà tôi cần trong thời gian thử thách này.,2,Depression,0.19602996
Cảm giác như mọi thứ đã thay đổi. Tôi đã từng có người chia sẻ trách nhiệm nhưng giờ tất cả đều đổ lên đầu tôi. Tôi lo lắng về việc không thể dành cho con mình đủ sự quan tâm và hỗ trợ. Thật khó để ở bên họ khi tôi đang cạn kiệt cảm xúc.,1,Bipolar,0.17112054
"Tôi nghĩ mình sẽ bắt đầu bằng việc suy nghĩ về nhiều chủ đề khác nhau mà tôi đam mê, chẳng hạn như phát triển cá nhân, chăm sóc bản thân và tìm kiếm niềm vui trong cuộc sống hàng ngày. Bằng cách chia sẻ kinh nghiệm và hiểu biết sâu sắc của mình, tôi hy vọng sẽ truyền cảm hứng cho những người khác nắm lấy con người thật của họ và nâng cao lòng tự trọng của họ.",5,Stress,0.20311102
"Chà, nó bắt đầu như một cách để trốn thoát, bạn biết không? Nỗi đau quá lớn. Nhưng bây giờ, tôi dường như không thể dừng lại. Nó giống như một vòng luẩn quẩn của sự tê liệt và hối tiếc không bao giờ kết thúc.",3,Normal,0.17616041
Chào . Tôi hy vọng bạn đang làm tốt. Gần đây tôi thấy hơi buồn và điều đó ảnh hưởng đến sức khỏe tổng thể của tôi. Tôi nghĩ sẽ là một ý tưởng tốt nếu liên hệ và tìm kiếm sự hướng dẫn.,5,Stress,0.18050487
"Tell me if the phrase ""I was barking my dog"" makes sense.?",0,Anxiety,0.18712269
"Có lẽ là không đủ. Tôi đã định lùi lại một bước và cho phép mình đau buồn, nhưng điều đó thật khó. Tôi lo rằng một khi để mình cảm nhận trọn vẹn nỗi buồn thì tôi sẽ không thể chịu đựng được.",2,Depression,0.16633226
Tôi nghĩ hiện giờ đó là tất cả những gì tôi có thể xử lý được. Tôi đánh giá cao cuộc trò chuyện của chúng tôi và sự hướng dẫn của bạn. Nó mang lại cho tôi một tia hy vọng rằng mọi thứ có thể trở nên tốt hơn.,6,Suicidal,0.21357654
"Tôi từng thích vẽ tranh và đi bộ đường dài. Có lẽ tôi nên cho họ thử lại, ngay cả khi việc tìm ra động lực là một thử thách.",5,Stress,0.2141827
Chúng tôi đã là bạn bè nhiều năm và họ từng là hình ảnh thu nhỏ của hạnh phúc. Họ luôn đồng bộ và hỗ trợ lẫn nhau.,0,Anxiety,0.19899149
"Tôi dường như không thể tìm thấy bất kỳ sự bình yên nào trong cuộc sống của mình nữa. Giống như bất cứ nơi nào tôi quay lại, có một cái gì đó kéo tôi xuống. Tôi nhớ cô ấy rất nhiều và điều đó khiến tất cả các vấn đề sức khỏe khác xuất hiện.",1,Bipolar,0.17001277
"Tôi đoán tôi có thể thử dành ra vài phút mỗi ngày để vẽ, ngay cả khi lúc đầu cảm thấy gượng ép hoặc tẻ nhạt. Và có lẽ tôi có thể đi bộ một quãng ngắn trong giờ nghỉ trưa để kết nối lại với thiên nhiên. Thật khó để tìm thấy động lực khi mọi thứ đều quá nặng nề.",5,Stress,0.22968344
"Trước đây tôi chưa từng nghĩ đến việc trị liệu, nhưng có lẽ nó có thể hữu ích. Tôi chỉ cảm thấy lạc lõng và không biết làm thế nào để tiến về phía trước.",4,Personality disorder,0.20631182
Tôi đánh giá cao sự hỗ trợ của bạn. Nó có ý nghĩa với tôi nhiều hơn lời nói có thể diễn tả. Tôi sẵn sàng thử bất cứ điều gì có thể làm giảm bớt gánh nặng trong lòng tôi.,5,Stress,0.18284021
Cảm ơn  vì đã là ánh sáng dẫn đường trong suốt hành trình này. Tôi thực sự đánh giá cao sự hỗ trợ và hướng dẫn của bạn. Tôi cảm thấy hy vọng và có động lực hơn bao giờ hết. Đây là cách nắm lấy khả năng phục hồi và tìm kiếm vô số cơ hội ngoài sự từ chối!,5,Stress,0.19762231
"Cảm ơn. Có một người hiểu mình có ý nghĩa rất lớn. Bạn trai tôi, Mark, và tôi đã ở bên nhau được bốn năm. Chúng ta đã cùng nhau xây dựng một cuộc sống tươi đẹp. Nhưng thật bất ngờ, ông đã qua đời vào tháng trước. Cảm giác như thế giới của tôi đã tan vỡ. Tôi lạc lối và không biết phải tiến về phía trước như thế nào.",2,Depression,0.21219753
Create a data visualization that shows the COVID cases in all states in the US over the last two weeks.?,1,Bipolar,0.23487543
"Tôi đã nghĩ đến việc thảo luận cảm xúc của mình với bạn bè, nhưng đôi khi tôi lo lắng về việc tạo gánh nặng cho họ bằng những rắc rối của mình. Về phương pháp trị liệu, trước đây tôi chưa từng cân nhắc đến, nhưng nó có thể đáng để khám phá. Có một chuyên gia hỗ trợ để hướng dẫn tôi trong suốt quá trình có thể thực sự hữu ích.",4,Personality disorder,0.20118287
Tôi sẽ cố hết sức. Cảm ơn bạn đã tin tưởng vào tôi.,6,Suicidal,0.17001063
"Cảm ơn. Tôi đánh giá cao từ các bạn. Tôi cảm thấy thật tuyệt khi chia sẻ suy nghĩ và nỗi sợ hãi của mình mà không cảm thấy bị phán xét. Tôi vẫn còn lo lắng, nhưng việc nói chuyện với bạn đã mang lại cho tôi một tia hy vọng.",6,Suicidal,0.1965657
"Chà, tôi đã tiết kiệm tiền được một thời gian rồi. Tôi đã cắt giảm những chi phí không cần thiết và tạo ra một quỹ du lịch chuyên dụng. Tôi cũng đang nghiên cứu các điểm đến, lập hành trình và thậm chí tìm hiểu về các ngôn ngữ và phong tục khác nhau. Cho đến nay, đó là một hành trình thú vị và tôi rất nóng lòng muốn thực hiện bước đầu tiên.",3,Normal,0.18600152
"That makes sense. I suppose there could be factors outside of our conflicts that are influencing their responses. It's vital for me to acknowledge that everyone has their own struggles and difficulties, including my friends. Perhaps taking a moment to understand their perspectives would help me find a path towards resolution.",1,Bipolar,0.19386825
"Bạn nói đúng. Tôi đã từng chứng kiến ​​các đồng nghiệp của mình mắc sai lầm trước đây và điều đó không làm tôi bớt suy nghĩ về họ. Trên thực tế, nó thường nhân hóa họ và khiến tôi cảm thấy gắn kết với họ hơn. Tôi chưa bao giờ đánh giá họ gay gắt như tôi đánh giá chính mình.",0,Anxiety,0.16289069
"Tôi chưa nghĩ đến việc trị liệu, nhưng có lẽ nó có thể giúp ích. Nói chuyện với ai đó vô tư có thể mang lại một góc nhìn mới mẻ.",4,Personality disorder,0.21741626
"Xin chào , tôi hy vọng bạn vẫn ổn. Tôi phải thừa nhận, gần đây tôi cảm thấy thực sự choáng ngợp. Tôi đang phải đối mặt với rất nhiều căng thẳng liên quan đến công việc và thật khó để giải quyết. Hơn hết, tôi thấy mình ghen tị khi thấy các đồng nghiệp của mình thành công về mặt tài chính trong khi tôi phải vật lộn để kiếm sống. Nó đang đè nặng lên tâm trí tôi.",2,Depression,0.18358628
Gần đây tôi có hứng thú với việc vẽ tranh. Tôi thấy tất cả những tác phẩm nghệ thuật tuyệt đẹp này trên mạng và nó giống như một sở thích êm dịu và đầy biểu cảm. Tôi nghĩ nó có thể giúp tôi kết nối lại với khía cạnh sáng tạo của mình.,1,Bipolar,0.18556572
Describe the art style of Vincent van Gogh in a few sentences.?,1,Bipolar,0.20459177
"Cảm ơn. Tôi cảm kích sự hỗ trợ của bạn. Tôi cảm thấy ghê tởm vì tôi đã đầu tư quá nhiều thời gian và sức lực vào mối quan hệ này để rồi nó lại kết thúc. Tôi cảm thấy như mình đã thất vọng và không thể làm được điều đó, bất chấp những nỗ lực của tôi. Tôi đang đặt câu hỏi về khả năng phán đoán và khả năng hình thành các mối quan hệ thành công của mình.",3,Normal,0.18217951
"Thành thật mà nói, tôi chưa ưu tiên việc chăm sóc bản thân nhiều như đáng lẽ phải làm. Tôi có xu hướng đặt nhu cầu của người khác lên trước nhu cầu của mình. Nhưng bạn nói đúng. Dành thời gian để chăm sóc bản thân và thừa nhận cảm xúc của mình là rất quan trọng để xây dựng lòng tự trọng lành mạnh.",5,Stress,0.23679373
"Well, it's a combination of things. The constant pressure to meet deadlines, the never-ending stream of emails, and the high expectations from my superiors. It feels like I'm constantly chasing after something, and it's exhausting.",1,Bipolar,0.2111977
Tôi không thể rũ bỏ cảm giác tội lỗi này. Nó đã đè nặng tôi bấy lâu nay. Tôi nghĩ nó có liên quan đến chấn thương trong quá khứ của tôi.,5,Stress,0.17658718
  I'm having trouble with procrastination and can't seem to get things done on time. ,1,Bipolar,0.20109513
"I've been trying to reflect on everything, but sometimes it feels overwhelming. I can't stop replaying conversations and analyzing every detail of the relationship. I know it's not healthy, but I can't seem to control it.",0,Anxiety,0.21223326
"Chà, khiêu vũ không chỉ giúp tôi tăng nhịp tim và cải thiện sức khỏe tim mạch mà còn giúp tôi giải tỏa căng thẳng và thể hiện bản thân một cách sáng tạo. Tôi cảm thấy tràn đầy sức sống và tràn đầy sinh lực khi ở trên sàn nhảy và đó là một hình thức tập thể dục đáng kinh ngạc.",5,Stress,0.18723358
