statement,predicted_label_id,predicted_status,confidence,
"Thật không may, các đồng nghiệp của tôi cũng quá tải với nhiệm vụ riêng của họ, không còn nhiều cơ hội để hỗ trợ. Văn hóa làm việc có tính cạnh tranh cao, khiến việc yêu cầu giúp đỡ hoặc thậm chí thừa nhận nhu cầu chăm sóc bản thân trở nên khó khăn. Tôi thường cảm thấy bị mắc kẹt trong chu kỳ căng thẳng và bận rộn liên tục này.",5,Stress,0.9999224,
"Điều đó khiến tôi băn khoăn liệu tình yêu có đáng phải chịu đau đớn không. Tôi đã từng tin vào những câu chuyện cổ tích và hạnh phúc mãi mãi về sau, nhưng giờ tôi không chắc lắm nữa. Tôi sợ mở lòng mình lần nữa, chỉ để nó tan vỡ một lần nữa.",6,Suicidal,0.6878829,
"Chà, trong tương lai, tôi muốn ở bên một người thực sự quan tâm đến tôi. Một người dành thời gian để hiểu cảm xúc của tôi và đánh giá cao nỗ lực tôi đã bỏ ra cho mối quan hệ. Tôi muốn cảm thấy mình là người được ưu tiên chứ không chỉ là người được ưu tiên.",0,Anxiety,0.82324857,
"
Xuất ra nhiệt độ trung bình của một thành phố nhất định trong một tháng nhất định.: 

Thành phố = Tháng Luân Đôn = Tháng 3
",3,Normal,0.7612302,
Tôi rất muốn có một số gợi ý về thực hành tự chăm sóc bản thân. Tôi thường bỏ bê nhu cầu của bản thân để theo đuổi nhu cầu công việc. Đã đến lúc ưu tiên chăm sóc bản thân mà không cảm thấy tội lỗi về điều đó.,2,Depression,0.9159445,
"Xin chào , tôi hy vọng bạn vẫn ổn. Hôm nay tôi muốn nói chuyện với bạn vì gần đây tôi cảm thấy hơi chán nản. Mặc dù nhìn chung tôi rất vui nhưng có những lúc cảm giác buồn bã tràn ngập này lại ập đến. Thật khó để giải thích, nhưng tôi cảm thấy như có một đám mây nặng nề đang lơ lửng trên đầu.",2,Depression,0.9993405,
Cảm ơn. Tôi đánh giá cao sự hướng dẫn và hiểu biết của bạn. Thật yên tâm khi biết rằng có ai đó sẵn sàng giúp đỡ tôi trên hành trình này. Hiện tại tôi không có bất kỳ câu hỏi cụ thể nào nhưng tôi chắc chắn rằng tôi sẽ có nhiều câu hỏi hơn khi chúng ta tiếp tục làm việc cùng nhau.,5,Stress,0.6300105,
"Chủ yếu là những chuyện nhỏ nhặt, như không cất bát đĩa đi hay không nhắn tin lại ngay. Nhưng những điều nhỏ nhặt này dường như leo thang thành những cuộc tranh cãi lớn hơn và rất khó tìm ra giải pháp.",3,Normal,0.9734267,
"Chà, tôi thường nghĩ rằng mình không đủ thông minh, đủ tài năng hoặc đủ thú vị để mọi người thực sự chấp nhận tôi. Tôi tin rằng mọi người đang phán xét tôi và điều đó khiến tôi không thể là chính mình.",4,Personality disorder,0.9998454,
Thank you. Your guidance and words of encouragement mean a lot to me. I'll try my best to implement these strategies and break free from the heavy chains of anxiety that have held me back for so long.,1,Bipolar,0.5359809,
That sounds like a good approach. I'll definitely give it a try. It's just challenging to shift my perspective when it feels like the world is against me. But I understand the importance of self-reflection and questioning my knee-jerk reactions. Thank you for your guidance.,3,Normal,0.8392364,
"Tôi nghĩ mình sẽ lập thời gian biểu và dành thời gian cụ thể mỗi tuần để đam mê đọc sách và vẽ tranh. Bằng cách cố tình dành thời gian cho những hoạt động này, tôi có thể cho phép mình tiếp thêm năng lượng và nạp lại năng lượng.",1,Bipolar,0.98953456,
"Cảm ơn sự hướng dẫn của bạn. Tôi sẽ ghi nhớ những gợi ý của bạn và tiếp tục nuôi dưỡng một thói quen nuôi dưỡng tâm trí, cơ thể và tâm hồn của tôi. Tôi biết ơn sự hỗ trợ của các bạn và tin rằng với sự kiên trì, tôi có thể sống một cuộc sống hòa hợp giữa ước mơ và thử thách sức khỏe của mình.",5,Stress,0.98165256,
Không phải lúc này. Cuộc trò chuyện này đã rất hữu ích. Tôi đánh giá cao sự hướng dẫn và hỗ trợ của bạn trong suốt thời gian qua. Tôi cảm thấy hy vọng về những thay đổi tôi có thể thực hiện trong cuộc sống. Cảm ơn.,1,Bipolar,0.87721044,
"Bạn nói đúng. Tôi cần nhắc nhở bản thân rằng sự phát triển cá nhân thường đi kèm với sự khó chịu. Tôi sẵn sàng đón nhận thử thách này mặc dù nó khiến tôi sợ hãi. Tôi biết rằng việc xây dựng tình bạn có ý nghĩa không phải chuyện một sớm một chiều, nhưng tôi tin rằng cách tiếp cận sở thích mới này có thể là một bước đi đúng hướng đối với tôi. Cảm ơn bạn đã lắng nghe và giúp tôi tìm ra con đường phía trước.",4,Personality disorder,0.99971026,
Chào ! Tôi hy vọng hôm nay bạn làm tốt. Tôi đã suy nghĩ rất nhiều về tuổi thơ của mình và những mâu thuẫn mà tôi thường trải qua với bạn bè. Điều kỳ lạ là những ký ức đó vẫn còn đọng lại trong tâm trí tôi sau ngần ấy năm. Nhưng tôi rất vui khi nói rằng có một cảm giác yêu thương và biết ơn tràn ngập trong trái tim tôi.,2,Depression,0.81713,
"Nó ảnh hưởng đến mọi khía cạnh của cuộc sống của tôi. Nó trở thành một chu kỳ thăng trầm, trong đó cảm giác phấn khích khi uống rượu nhanh chóng được theo sau bởi cảm giác tội lỗi và hối hận. Nó cũng ảnh hưởng đến sức khỏe thể chất của tôi. Tôi thường xuyên mệt mỏi, không có động lực và không thể tập trung vào bất cứ điều gì khác.",1,Bipolar,0.99329984,
Không phải lúc này. Tôi nghĩ cuộc trò chuyện này đã mang lại cho tôi niềm hy vọng về một tương lai tươi sáng hơn. Cảm ơn bạn đã hướng dẫn tôi qua quá trình này.,4,Personality disorder,0.9931698,
"Có, tôi nhận thấy rằng sự lo lắng của tôi có xu hướng tăng lên khi tôi cảm thấy không chuẩn bị cho bài tập hoặc khi tôi so sánh mình với các bạn cùng lớp khác. Nó giống như một chuyến tàu lượn siêu tốc của cảm xúc làm mất đi sự tự tin của tôi.",4,Personality disorder,0.9993094,
"Vâng, chúng tôi đã có một cuộc trò chuyện dài và căng thẳng về nó. Họ đã thừa nhận sai lầm của mình và xin lỗi, nhưng thiệt hại đã xảy ra rồi. Tôi không thể tin được người tôi yêu lại có thể làm tổn thương tôi như vậy.",5,Stress,0.908006,
"I've been feeling really unhappy lately. She keeps telling me to find a new hobby, but I don't know where to start.",0,Anxiety,0.8629705,
Calculate the number of days between January 1 and April 5.?,3,Normal,0.8792349,
"Xin chào , tôi hy vọng bạn vẫn ổn. Gần đây tôi cảm thấy thực sự lo lắng và nó trở nên khá đau đớn đối với tôi khi phải đối mặt. Phần lớn là do công việc của tôi.",0,Anxiety,0.99919826,
Tạo một khẩu hiệu thể hiện tốt nhất cảm giác của một công ty khởi nghiệp.,3,Normal,0.99996555,
Are there any ethical implications of using a robot assistant??,1,Bipolar,0.45216274,
"Cảm ơn vì những lời tốt đẹp của bạn. Hiện tại, mối quan tâm chính của tôi là làm thế nào để tiếp cận gia đình về ý tưởng trị liệu mà không gây ra thêm xung đột. Tôi muốn họ thấy rằng đây là cơ hội để phát triển chứ không phải là dấu hiệu của sự yếu kém. Làm thế nào tôi có thể truyền đạt ý định của mình một cách hiệu quả?",4,Personality disorder,0.9985618,
"Vâng, gần đây đã có một số thất bại và thất vọng cá nhân. Tôi mất việc và mối quan hệ của tôi kết thúc. Tất cả chỉ làm tăng thêm cảm giác tuyệt vọng tràn ngập này.",2,Depression,0.596973,
Có lẽ tôi có thể đăng ký một khóa đào tạo hoặc hội thảo tập trung vào các lĩnh vực cụ thể mà tôi cảm thấy phụ thuộc. Học hỏi từ các chuyên gia có thể mang lại cho tôi sự thúc đẩy mà tôi cần.,4,Personality disorder,0.9903009,
"Tôi nghĩ sẽ rất hữu ích nếu tìm được một số sở thích hoặc hoạt động chung mà chúng ta có thể tham gia cùng nhau. Bằng cách đó, chúng ta có thể có những cuộc trò chuyện xoay quanh những sở thích chung và tạo ra sự kết nối sâu sắc hơn.",4,Personality disorder,0.9996371,
"Thành thật mà nói, những thất bại này đã khiến tôi nghi ngờ bản thân và khả năng đạt được ước mơ của mình. Thật khó để hình dung thành công khi tôi phải vật lộn với cơn nghiện hàng ngày. Tôi lo lắng rằng nó sẽ luôn kìm hãm tôi, ngăn cản ước mơ của tôi trở thành hiện thực.",2,Depression,0.9471942,
"Tôi từng thích vẽ tranh và chơi ghi-ta. Có lẽ tôi nên thử theo đuổi những sở thích đó một lần nữa, mặc dù hiện tại rất khó để truyền nhiệt huyết cho chúng. Nhưng có lẽ việc tham gia vào những điều mình từng yêu thích có thể giúp tôi tìm thấy chút bình yên giữa nỗi đau.",2,Depression,0.49984854,
"Xin chào , tôi rất vui được có mặt ở đây và trò chuyện với bạn về điều mà giấc mơ của tôi luôn trở thành hiện thực. Nhưng trước khi bắt đầu, tôi chỉ muốn nói rằng tôi đã nhận được rất nhiều tình yêu và sự hỗ trợ từ bạn bè và gia đình, điều đó có ý nghĩa rất lớn đối với tôi. Tuy nhiên, có những trường hợp tôi cảm thấy như mình đang bị bắt nạt và điều đó thực sự khó giải quyết. Bạn có thể giúp tôi điều hướng thông qua điều này?",2,Depression,0.99883026,
"Tôi đã cố gắng sắp xếp thứ tự ưu tiên cho các nhiệm vụ của mình và lập lịch trình, nhưng có vẻ như dù có tổ chức tốt đến đâu, tôi vẫn luôn cảm thấy choáng ngợp. Tôi cũng đã thử các bài tập thở sâu và nghỉ ngơi ngắn nhưng chúng chỉ giúp giảm đau tạm thời.",5,Stress,0.9997373,
"It makes me feel hopeful and excited. By connecting with others who have experienced similar grief, I believe we can heal together and make a positive impact on one another's lives. It's a powerful feeling to know that we can turn our grief into love and support.",6,Suicidal,0.7952685,
AI biểu tượng là gì và nó khác với học máy như thế nào?,3,Normal,0.99982774,
Có lẽ tôi đẩy mọi người ra xa khi tôi cảm thấy chán nản. Tôi không muốn họ nhìn thấy tôi như thế này. Tôi cố gắng bảo vệ họ khỏi bóng tối của tôi.,4,Personality disorder,0.9935958,
"Chà, tôi đoán bước đầu tiên sẽ là chữa lành. Tôi cần cho phép bản thân đau buồn khi kết thúc mối quan hệ và cho bản thân thời gian để xử lý cảm xúc của mình mà không lao vào bất cứ điều gì mới. Điều quan trọng đối với tôi là phải chăm sóc bản thân trong thời gian này, cả về thể chất và tinh thần.",4,Personality disorder,0.997474,
"Spending time in nature has reminded me of the vastness of the world and how there's so much more to life than just this breakup. Painting allows me to express my emotions in a different way, helping me see that there's beauty in the midst of pain.",6,Suicidal,0.85132456,
"Tôi nghĩ điều quan trọng là phải bày tỏ cảm xúc của mình một cách cởi mở và trung thực, đồng thời thể hiện tình yêu và sự thấu hiểu với họ. Hy vọng rằng họ sẽ đáp lại và cùng tôi tham gia vào hành trình làm sâu sắc thêm mối quan hệ của chúng ta.",4,Personality disorder,0.9983059,
"Đúng vậy, tôi đã cố gắng tiếp cận chủ đề này một cách vui vẻ, gợi ý những lựa chọn bữa ăn thay thế có thể làm hài lòng tất cả mọi người. Tuy nhiên, có vẻ như mọi người đều ngại thay đổi và thích bám vào sở thích riêng của mình. Thành thật mà nói, có một chút chán nản.",2,Depression,0.9874199,
Tôi cho rằng sẽ không hại gì nếu thử. Nhưng điều gì sẽ xảy ra nếu họ phán xét tôi hoặc coi thường tôi vì tính dễ bị tổn thương của tôi?,4,Personality disorder,0.878581,
Cảm ơn. Sự hỗ trợ của bạn có ý nghĩa rất lớn đối với tôi. Tôi sẽ tiếp tục tiến về phía trước và sử dụng các chiến lược mà chúng ta đã thảo luận. Tôi cảm thấy hy vọng hơn rồi.,4,Personality disorder,0.72050726,
"Chà, giống như tôi đang bỏ lỡ cơ hội tận hưởng cuộc sống vì tôi luôn bị mắc kẹt trong vòng suy nghĩ tiêu cực này. Tôi cảm thấy như mọi người khác đang tiến về phía trước, trải nghiệm niềm vui và hạnh phúc, trong khi tôi lại mắc kẹt trong bóng tối vô tận này. Giống như tôi đang tự lừa dối mình để mất đi cơ hội được hạnh phúc.",2,Depression,0.99829084,
Tôi nghĩ việc tự mình khám phá nó trước tiên có thể là một ý tưởng hay. Tôi muốn hiểu rõ hơn cảm xúc của bản thân trước khi đề cập đến chủ đề này với vợ/chồng cũ.,1,Bipolar,0.9869761,
"That's a complicated response. On one hand, I appreciate their intention of surprising me, but on the other hand, I still feel hurt by the lack of communication and trust. How can I respond to express my mixed emotions without dismissing their apology?",6,Suicidal,0.96698314,
"Tôi muốn tập trung vào việc khám phá lại con người của mình với tư cách cá nhân và ưu tiên sự phát triển cá nhân của mình. Tôi tin rằng bằng cách nuôi dưỡng hạnh phúc của chính mình, tôi có thể lấy lại sự kiểm soát mà tôi đã đánh mất trong cuộc chia tay này.",5,Stress,0.995824,
"Chúng ta đã ở bên nhau mười năm rồi. Chúng ta đã có rất nhiều kế hoạch, ước mơ và kỷ niệm. Nhưng đột nhiên, cô ấy nói rằng cô ấy không thể làm được nữa. Tôi bị tàn phá.",5,Stress,0.97364795,
"Thật khó để tôi nói về nó, nhưng điều quan trọng là phải giải quyết. Cách đây vài tháng, tôi đã bị tai nạn ô tô và điều đó thực sự làm tôi chấn động đến tận xương tủy. Tôi đã mất đi một người thân thiết và điều đó làm tan vỡ sự tự tin của tôi. Tôi không thể không tự trách mình về những gì đã xảy ra.",5,Stress,0.6431436,
"Cảm ơn sự hỗ trợ và thấu hiểu không ngừng của bạn. Tôi rất biết ơn khi có bạn làm bác sĩ trị liệu, hướng dẫn tôi đi theo con đường phù hợp với niềm đam mê thực sự của tôi. Cuộc trò chuyện này đã khiến trái tim tôi tràn ngập hy vọng và lạc quan. Tôi sẵn sàng đón nhận chương mới này với niềm vui và sự phấn khích.",1,Bipolar,0.9971419,
"Xin chào , tôi cảm thấy thực sự cô đơn và thật khó để đối mặt với tất cả những vụ bắt nạt ở trường. Tôi chỉ cần ai đó để nói chuyện và tôi rất vui được chia sẻ suy nghĩ của mình với bạn.",2,Depression,0.9986129,
Tôi cảm thấy thật lạc lõng khi không có cô ấy.,3,Normal,0.999846,
"Certainly. One area that I'd like to regain control over is my work-life balance. I've been working long hours and neglecting my personal life, and it's been taking a toll on my happiness and relationships. I would love to find a way to prioritize my well-being while still being successful in my career.",6,Suicidal,0.60287017,
"À, gần đây nỗi lo lắng của tôi đã tăng vọt. Cảm giác như nó đang nuốt trọn tôi vậy. Tôi thường xuyên lo lắng về việc mắc sai lầm, đánh mất cơ hội và làm thất vọng những người tôi quan tâm.",1,Bipolar,0.55064756,
"Nó khiến tôi cảm thấy cô đơn, ngay cả khi chúng tôi ở bên nhau. Chúng tôi ngày càng xa nhau và khoảng cách giữa chúng tôi dường như ngày càng rộng hơn. Tôi cảm thấy như mình đang liên tục chiến đấu chống lại một bức tường vô hình. Thật đau lòng khi bạn yêu một ai đó nhưng chỉ thế thôi là chưa đủ để duy trì mối quan hệ.",5,Stress,0.88046914,
"Vâng, tôi có. Tôi đã bắt đầu tiết kiệm tiền và nghiên cứu các điểm đến khác nhau. Tôi thậm chí còn bắt đầu tham gia các lớp học ngôn ngữ để giúp tôi giao tiếp tốt hơn với những người tôi sẽ gặp trong chuyến du lịch của mình. Cho đến nay, đó là một hành trình thú vị và tôi có thể cảm thấy mình đang tiến gần hơn đến việc biến ước mơ của mình thành hiện thực.",4,Personality disorder,0.99748105,
"Nó thực sự là một thử thách. Tôi thấy mình trở nên cáu kỉnh và cáu kỉnh với cô ấy vì những điều nhỏ nhặt. Tôi biết điều đó là không công bằng với cô ấy, nhưng dường như tôi không thể kiểm soát được điều đó.",5,Stress,0.9480306,
"Tôi cảm thấy hào hứng khi thực hiện những ranh giới mới này. Tôi biết đó sẽ là một quá trình học hỏi, nhưng tôi tin tưởng rằng nó sẽ dẫn đến những mối quan hệ cá nhân lành mạnh và trọn vẹn hơn. Tôi rất biết ơn sự hướng dẫn và hỗ trợ của bạn trong suốt hành trình này.",5,Stress,0.9867063,
Cảm ơn bạn rất nhiều. Sự đồng cảm và hướng dẫn của bạn có ý nghĩa cả thế giới đối với tôi. Tôi thực sự biết ơn sự giúp đỡ của bạn và tôi rất vui mừng vì những thay đổi tích cực đang ở phía trước.,4,Personality disorder,0.69712853,
"Cảm ơn vì những lời động viên của bạn. Tôi vẫn cảm thấy lo lắng, nhưng việc nói chuyện với bạn đã mang lại cho tôi một tia hy vọng. Tôi đã sẵn sàng thực hiện bước tiếp theo để chữa lành.",4,Personality disorder,0.9987723,
Tôi từng thích vẽ tranh và đi bộ đường dài nhưng gần đây tôi không còn hứng thú với mọi thứ nữa. Cảm giác như thế giới của tôi trở nên xám xịt và trống rỗng khi không có cô ấy.,1,Bipolar,0.9710859,
"Vâng, tôi đã tự suy ngẫm sâu sắc về vấn đề này. Tôi nhận ra rằng những mong đợi của chính tôi và xu hướng làm hài lòng mọi người đã góp phần tạo nên bản chất mất cân bằng của một số tình bạn. Bằng cách đặt ra những ranh giới lành mạnh hơn và nhận ra giá trị của bản thân, tôi trở nên tự tin hơn trong việc lựa chọn những tình bạn phù hợp với giá trị của mình. Đó là một quá trình đang diễn ra nhưng là một quá trình đưa tôi đến gần hơn với những kết nối trọn vẹn hơn.",4,Personality disorder,0.99217904,
"Cảm ơn sự hướng dẫn của bạn. Tôi đánh giá cao sự hỗ trợ và khuyến khích của bạn trong việc vượt qua thời điểm đầy thử thách này. Tôi sẽ siêng năng nghiên cứu các nhóm nhạc địa phương và viết các hội thảo trong khu vực của mình, tiếp cận các tổ chức tiềm năng và tham dự các sự kiện. Bằng những bước đi tích cực, tôi tự tin rằng mình có thể làm lại cuộc đời và tìm thấy niềm vui trong những trải nghiệm mới.",5,Stress,0.74449897,
Tôi đã cố gắng bày tỏ cảm xúc của mình nhưng thật khó để tìm được từ ngữ phù hợp mà không nghe có vẻ đối đầu hoặc gây ra nhiều xung đột hơn.,4,Personality disorder,0.71241266,
"Tôi muốn cởi mở, nhưng khó quá. Ý nghĩ kết giao với một người mới mang đến cảm giác phấn khích xen lẫn sợ hãi. Nó giống như bước vào nơi chưa biết một lần nữa.",4,Personality disorder,0.41504663,
Đặc điểm của một nhà lãnh đạo giỏi là gì?,3,Normal,0.988116,
Cảm ơn. Tôi không thể diễn tả hết lòng biết ơn của tôi đối với sự hỗ trợ và hướng dẫn của bạn. Tôi sẵn sàng lấy lại cuộc sống của mình và bỏ lại cơn nghiện. Làm thôi nào!,2,Depression,0.99091715,
"Tôi chưa nói chuyện với chuyên gia chăm sóc sức khỏe, nhưng tôi nghĩ đã đến lúc tôi phải nói chuyện. Thật khó để tìm thấy năng lượng và động lực để tìm kiếm sự trợ giúp y tế.",6,Suicidal,0.63479865,
"Tôi đã nghĩ đến việc tiếp cận người khác, nhưng tôi không thể rũ bỏ nỗi sợ trở thành gánh nặng hoặc tỏ ra yếu đuối. Tôi cảm thấy xấu hổ vì mình đang gặp khó khăn trong khi mọi người xung quanh dường như đều gặp phải tất cả. Thật khó để thoát khỏi vòng luẩn quẩn nghi ngờ bản thân này.",0,Anxiety,0.63323396,
"Vâng, làm ơn. Điều đó thật tuyệt vời. Cảm ơn bạn đã đề nghị hỗ trợ. Tôi rất trân trọng điều này.",1,Bipolar,0.9884319,
Đó là một điểm tốt. Tôi đã quá tập trung vào mối quan hệ đến mức không suy nghĩ nhiều về nguyện vọng và mục tiêu của bản thân. Tôi cũng cần ưu tiên hạnh phúc của chính mình. Thật đáng sợ khi nghĩ đến việc đưa ra một quyết định có khả năng thay đổi cuộc đời tôi.,2,Depression,0.52171236,
"Chỉ là tôi đã mắc một số sai lầm lớn với tiền của mình và giờ tôi đang chìm trong nợ nần. Tôi đã tránh đối mặt với thực tế về tình hình tài chính của mình, nhưng điều đó trở nên không thể bỏ qua.",4,Personality disorder,0.6324949,
"Ồ, chúng ta có những khoảng thời gian vui vẻ bên nhau. Chúng tôi đã từng cười rất nhiều và tận hưởng bầu bạn của nhau. Có lẽ nếu chúng ta có thể tìm ra cách kết nối lại và ghi nhớ điều gì đã đưa chúng ta đến với nhau ngay từ đầu thì mọi chuyện có thể được cải thiện.",3,Normal,0.9999174,
"Gần đây tôi cảm thấy rất bình yên, nhưng tôi không thể ngừng suy nghĩ về quyết định này của mình.",0,Anxiety,0.71431386,
"Vâng, tôi cảm thấy tự tin hơn khi đã chuẩn bị trước. Khi tôi dành thời gian để suy nghĩ về những gì mình muốn nói và thực hành nó, điều đó giúp tôi cảm thấy an tâm hơn trong giao tiếp.",4,Personality disorder,0.99056035,
Nghe có vẻ là một ý tưởng tuyệt vời. Tôi sẵn sàng thử bất cứ điều gì có thể giúp tôi thoát khỏi sự ghê tởm bản thân này và xây dựng lòng tự trọng lành mạnh hơn. Cảm ơn bạn đã rất hiểu biết và kiên nhẫn với tôi.,2,Depression,0.5498492,
"Đúng, tôi đã cố gắng nói chuyện với họ về điều đó, nhưng có vẻ như chúng tôi cứ đi vòng luẩn quẩn và không đạt được tiến triển nào. Tôi lo lắng rằng cuộc xung đột này sẽ đẩy chúng tôi xa nhau hơn.",4,Personality disorder,0.75277436,
Chắc chắn rồi. Tôi cũng tìm thấy niềm an ủi trong các nhóm hỗ trợ dành cho những cá nhân đang trải qua những trải nghiệm tương tự. Chia sẻ câu chuyện của tôi và lắng nghe trải nghiệm của người khác đã giúp tôi cảm thấy bớt cô đơn hơn và mang lại cho tôi những hiểu biết và quan điểm có giá trị. Đó là không gian an toàn để tôi bày tỏ cảm xúc và nhận thêm sự hỗ trợ từ những cá nhân thực sự có thể đồng cảm.,1,Bipolar,0.7962651,
"Thành thật mà nói, chỉ nói về điều này thôi cũng khiến tôi thấy nhẹ nhõm hơn. Thật vui khi biết rằng tôi có sẵn các chiến lược và hệ thống hỗ trợ. Tôi nghĩ mình đang đi đúng hướng để quản lý căng thẳng liên quan đến công việc và tôi hy vọng rằng mọi thứ sẽ tiếp tục được cải thiện.",5,Stress,0.99961555,
", it's the love we had that I miss the most. The joy we shared, the laughter, the adventures. It hurts so much to think that it's all over.",6,Suicidal,0.8510651,
"Yes, definitely. I tend to feel threatened by any attention my partner gives to others, fearing that they might find someone better. I often find myself questioning their loyalty and it becomes a never-ending cycle of doubt and fear. I want to break free from this pattern.",6,Suicidal,0.6602256,
"Vâng, tôi có. Chúng tôi đã có một số cuộc trò chuyện về vấn đề này và vợ sắp cưới của tôi đã kiên nhẫn và thấu hiểu. Cô ấy trấn an tôi rằng cô ấy yêu tôi và cô ấy coi trọng mối quan hệ của chúng tôi. Nó giúp ích được một thời gian, nhưng sau đó sự bất an của tôi lại nổi lên.",2,Depression,0.5732639,
Tôi nghĩ em gái tôi sẽ sẵn sàng hỗ trợ tôi vượt qua chuyện này. Cô ấy luôn ở đó vì tôi và tôi đủ tin tưởng để chia sẻ cảm xúc của mình với cô ấy.,1,Bipolar,0.94628805,
Giống như chúng tôi thường xuyên tranh cãi về mọi thứ. Chúng tôi dường như không thể tìm thấy điểm chung nữa. Nó gây ra rất nhiều căng thẳng trong gia đình chúng tôi.,5,Stress,0.9769661,
"I've tried deep breathing exercises, but sometimes it's hard to focus on them when my anxiety kicks in. I wonder if there are any other techniques I could try to redirect my thoughts and decrease my anxiety levels?",6,Suicidal,0.8655674,
"Chà, tất cả chỉ là khám phá sự gợi cảm thông qua khiêu vũ. Tôi chưa bao giờ nghĩ rằng mình có thể thoải mái thể hiện bản thân theo cách như vậy, nhưng điều đó mang lại sức mạnh đáng kinh ngạc.",4,Personality disorder,0.984286,
"Tôi không thể tin được. Tôi cảm thấy một sự pha trộn giữa tức giận, bối rối và nỗi buồn mãnh liệt. Tôi đã chất vấn đối tác của mình về điều đó và họ đã thừa nhận hành động của mình, nhưng tôi không thể rũ bỏ cảm giác bị phản bội này.",5,Stress,0.8072122,
"Thành thật mà nói, tôi đã mong đợi nó sẽ tồn tại mãi mãi. Tôi đã nghĩ chúng tôi hoàn hảo cho nhau. Tôi đã cùng nhau tưởng tượng về một tương lai, cùng nhau xây dựng những ước mơ của chúng tôi. Bây giờ tôi cảm thấy lạc lõng và không chắc chắn về mọi thứ.",5,Stress,0.7618159,
Tôi sẽ thử. Nhưng điều gì sẽ xảy ra nếu họ phủ nhận mọi thứ hoặc trở nên phòng thủ? Tôi không biết liệu tôi có sẵn sàng để xử lý phản ứng của họ hay không.,6,Suicidal,0.506288,
Create a program that can detect a respiratory illness.?,1,Bipolar,0.7164233,
Tôi thực sự hào hứng với việc đặt mục tiêu! Nó sẽ mang lại cho tôi điều gì đó cụ thể để hướng tới và giúp tôi có động lực. Tôi nghĩ mục tiêu tốt bây giờ là công khai bày tỏ cảm xúc của mình với người bạn thân nhất trong một môi trường an toàn và không phán xét. Nó sẽ là bước đệm hướng tới sự giao tiếp cởi mở hơn trong mọi mối quan hệ của tôi.,5,Stress,0.9679285,
Tôi đoán là tôi chưa bao giờ thực sự nhìn nó từ góc độ đó. Tôi luôn nghĩ vấn đề của mình chỉ là vấn đề của riêng tôi.,4,Personality disorder,0.99938536,
"Tôi vẫn chưa, nhưng tôi nghĩ có lẽ đã đến lúc nói chuyện. Tôi muốn cởi mở về cảm xúc của mình và xem liệu chúng tôi có thể giải quyết các vấn đề dẫn đến sự mất kết nối hay không. Tôi cần tìm sự kết thúc và hàn gắn sau sự mất mát này.",1,Bipolar,0.38028756,
Cảm ơn. Nói chuyện này với bạn đã khiến tôi cảm thấy nhẹ nhõm hơn rồi. Tôi biết con đường phía trước không hề dễ dàng nhưng tôi quyết tâm giữ lời hứa với bản thân và phấn đấu vì một cuộc sống không nghiện ngập.,2,Depression,0.54021114,
"I've tried to talk to my spouse a few times, but it always seems to end in an argument. I'm not sure if they fully grasp the extent of my worries and how it's affecting me. It feels like we're at a standstill, unable to move forward together.",6,Suicidal,0.992508,
Gần đây tôi cảm thấy thực sự lo lắng và chịu rất nhiều áp lực. Đó là vì những xung đột mà tôi đã gặp phải với bạn bè của mình. Nó đang đè nặng tôi xuống.,5,Stress,0.9454686,
Đó là một gợi ý tuyệt vời. Tôi sẽ cố gắng nhắc lại ý tưởng trị liệu và nhấn mạnh tầm quan trọng của việc tạo ra một không gian an toàn để nói chuyện mà không biến thành một cuộc cãi vã.,4,Personality disorder,0.98613447,
"Nó quay trở lại tuổi thơ của tôi, thực sự. Lớn lên trong môi trường hỗn loạn, nơi tình yêu không nhất quán và niềm tin liên tục bị phá vỡ. Nó tạo ra nền tảng sợ hãi và bất an trong các mối quan hệ của tôi.",1,Bipolar,0.9977822,
"Tôi hoàn toàn đồng ý. Việc cởi mở về việc tìm kiếm liệu pháp và coi nó như một cơ hội để phát triển và sức mạnh là điều rất quan trọng. Cùng nhau, chúng ta có thể vượt qua sự lo lắng và tạo ra một cuộc sống hạnh phúc hơn, trọn vẹn hơn cho cả hai chúng ta.",1,Bipolar,0.79940397,
"Thực ra, tôi cảm thấy khó khăn trong việc thiết lập ranh giới trong công việc. Tôi thường thấy mình đồng ý với các nhiệm vụ và dự án ngay cả khi tôi đã quá tải. Bạn có gợi ý nào về cách tôi có thể tạo ra những ranh giới lành mạnh hơn mà không cảm thấy tội lỗi không?",5,Stress,0.99963033,
"It has left me feeling isolated. Losing a friend has made me question my ability to maintain lasting relationships. I find it hard to trust or open up to others now, fearing that I'll go through the same heartbreak again.",6,Suicidal,0.9045947,
"Tôi chưa, nhưng tôi đã nghĩ về nó. Tôi chỉ không biết bắt đầu từ đâu hoặc liệu nó có tạo ra sự khác biệt hay không.",1,Bipolar,0.98747754,
Có lần tôi trình bày ý tưởng kinh doanh của mình với một nhà đầu tư tiềm năng. Tôi đã dồn cả trái tim và tâm hồn của mình vào bài thuyết trình đó nhưng lại nhận được sự từ chối. Cảm giác như mọi công sức và ước mơ của tôi đều tan vỡ ngay lập tức. Tôi đặt câu hỏi liệu nó có đáng để tiếp tục hay không.,2,Depression,0.97691673,
Tôi không chắc làm cách nào để thiết lập ranh giới mà không gây ra thêm xung đột.,6,Suicidal,0.9490648,
